sheet,best_model,step_ahead,future_step,feature,predicted_value
培养皿6,persistence,2,3441,8,0.726956
培养皿6,persistence,2,3441,9,0.930503
培养皿6,persistence,2,3441,10,1.163129
培养皿6,persistence,2,3441,11,1.541146
培养皿6,persistence,2,3441,12,2.297179
培养皿6,persistence,2,3441,13,2.239023
培养皿6,persistence,2,3441,14,3.402152
培养皿6,persistence,2,3441,15,3.838325
培养皿6,persistence,2,3441,16,5.466705
培养皿6,persistence,2,3441,17,6.164583
培养皿6,persistence,2,3441,18,6.687991
培养皿6,persistence,2,3441,19,9.305031
培养皿6,persistence,2,3441,20,10.642629
培养皿6,persistence,2,3441,21,12.358244
培养皿6,persistence,2,3441,22,15.731317
培养皿6,persistence,2,3441,23,16.458273
培养皿6,persistence,3,3442,1,0.029078
培养皿6,persistence,3,3442,2,0.058156
培养皿6,persistence,3,3442,3,0.029078
培养皿6,persistence,3,3442,4,0.058156
培养皿6,persistence,3,3442,5,0.203548
培养皿6,persistence,3,3442,6,0.261704
培养皿6,persistence,3,3442,7,0.407095
培养皿6,persistence,3,3442,8,0.726956
培养皿6,persistence,3,3442,9,0.930503
培养皿6,persistence,3,3442,10,1.163129
培养皿6,persistence,3,3442,11,1.541146
培养皿6,persistence,3,3442,12,2.297179
培养皿6,persistence,3,3442,13,2.239023
培养皿6,persistence,3,3442,14,3.402152
培养皿6,persistence,3,3442,15,3.838325
培养皿6,persistence,3,3442,16,5.466705
培养皿6,persistence,3,3442,17,6.164583
培养皿6,persistence,3,3442,18,6.687991
培养皿6,persistence,3,3442,19,9.305031
培养皿6,persistence,3,3442,20,10.642629
培养皿6,persistence,3,3442,21,12.358244
培养皿6,persistence,3,3442,22,15.731317
培养皿6,persistence,3,3442,23,16.458273
培养皿6,persistence,4,3443,1,0.029078
培养皿6,persistence,4,3443,2,0.058156
培养皿6,persistence,4,3443,3,0.029078
培养皿6,persistence,4,3443,4,0.058156
培养皿6,persistence,4,3443,5,0.203548
培养皿6,persistence,4,3443,6,0.261704
培养皿6,persistence,4,3443,7,0.407095
培养皿6,persistence,4,3443,8,0.726956
培养皿6,persistence,4,3443,9,0.930503
培养皿6,persistence,4,3443,10,1.163129
培养皿6,persistence,4,3443,11,1.541146
培养皿6,persistence,4,3443,12,2.297179
培养皿6,persistence,4,3443,13,2.239023
培养皿6,persistence,4,3443,14,3.402152
培养皿6,persistence,4,3443,15,3.838325
培养皿6,persistence,4,3443,16,5.466705
培养皿6,persistence,4,3443,17,6.164583
培养皿6,persistence,4,3443,18,6.687991
培养皿6,persistence,4,3443,19,9.305031
培养皿6,persistence,4,3443,20,10.642629
培养皿6,persistence,4,3443,21,12.358244
培养皿6,persistence,4,3443,22,15.731317
培养皿6,persistence,4,3443,23,16.458273
培养皿6,persistence,5,3444,1,0.029078
培养皿6,persistence,5,3444,2,0.058156
培养皿6,persistence,5,3444,3,0.029078
培养皿6,persistence,5,3444,4,0.058156
培养皿6,persistence,5,3444,5,0.203548
培养皿6,persistence,5,3444,6,0.261704
培养皿6,persistence,5,3444,7,0.407095
培养皿6,persistence,5,3444,8,0.726956
培养皿6,persistence,5,3444,9,0.930503
培养皿6,persistence,5,3444,10,1.163129
培养皿6,persistence,5,3444,11,1.541146
培养皿6,persistence,5,3444,12,2.297179
培养皿6,persistence,5,3444,13,2.239023
培养皿6,persistence,5,3444,14,3.402152
培养皿6,persistence,5,3444,15,3.838325
培养皿6,persistence,5,3444,16,5.466705
培养皿6,persistence,5,3444,17,6.164583
培养皿6,persistence,5,3444,18,6.687991
培养皿6,persistence,5,3444,19,9.305031
培养皿6,persistence,5,3444,20,10.642629
培养皿6,persistence,5,3444,21,12.358244
培养皿6,persistence,5,3444,22,15.731317
培养皿6,persistence,5,3444,23,16.458273
培养皿7,persistence,1,3440,1,6.746147
培养皿7,persistence,1,3440,2,5.873801
培养皿7,persistence,1,3440,3,6.193661
培养皿7,persistence,1,3440,4,6.077348
培养皿7,persistence,1,3440,5,6.135505
培养皿7,persistence,1,3440,6,6.309974
培养皿7,persistence,1,3440,7,6.222739
培养皿7,persistence,1,3440,8,5.815644
培养皿7,persistence,1,3440,9,6.164583
培养皿7,persistence,1,3440,10,5.902879
培养皿7,persistence,1,3440,11,6.397208
培养皿7,persistence,1,3440,12,6.484443
培养皿7,persistence,1,3440,13,5.873801
培养皿7,persistence,1,3440,14,6.280896
培养皿7,persistence,1,3440,15,6.746147
培养皿7,persistence,1,3440,16,6.775225
培养皿7,persistence,2,3441,1,6.746147
培养皿7,persistence,2,3441,2,5.873801
培养皿7,persistence,2,3441,3,6.193661
培养皿7,persistence,2,3441,4,6.077348
培养皿7,persistence,2,3441,5,6.135505
培养皿7,persistence,2,3441,6,6.309974
培养皿7,persistence,2,3441,7,6.222739
培养皿7,persistence,2,3441,8,5.815644
培养皿7,persistence,2,3441,9,6.164583
培养皿7,persistence,2,3441,10,5.902879
培养皿7,persistence,2,3441,11,6.397208
培养皿7,persistence,2,3441,12,6.484443
培养皿7,persistence,2,3441,13,5.873801
培养皿7,persistence,2,3441,14,6.280896
培养皿7,persistence,2,3441,15,6.746147
培养皿7,persistence,2,3441,16,6.775225
培养皿7,persistence,3,3442,1,6.746147
培养皿7,persistence,3,3442,2,5.873801
培养皿7,persistence,3,3442,3,6.193661
培养皿7,persistence,3,3442,4,6.077348
培养皿7,persistence,3,3442,5,6.135505
培养皿7,persistence,3,3442,6,6.309974
培养皿7,persistence,3,3442,7,6.222739
培养皿7,persistence,3,3442,8,5.815644
培养皿7,persistence,3,3442,9,6.164583
培养皿7,persistence,3,3442,10,5.902879
培养皿7,persistence,3,3442,11,6.397208
培养皿7,persistence,3,3442,12,6.484443
培养皿7,persistence,3,3442,13,5.873801
培养皿7,persistence,3,3442,14,6.280896
培养皿7,persistence,3,3442,15,6.746147
培养皿7,persistence,3,3442,16,6.775225
培养皿7,persistence,4,3443,1,6.746147
培养皿7,persistence,4,3443,2,5.873801
培养皿7,persistence,4,3443,3,6.193661
培养皿7,persistence,4,3443,4,6.077348
培养皿7,persistence,4,3443,5,6.135505
培养皿7,persistence,4,3443,6,6.309974
培养皿7,persistence,4,3443,7,6.222739
培养皿7,persistence,4,3443,8,5.815644
培养皿7,persistence,4,3443,9,6.164583
培养皿7,persistence,4,3443,10,5.902879
培养皿7,persistence,4,3443,11,6.397208
培养皿7,persistence,4,3443,12,6.484443
培养皿7,persistence,4,3443,13,5.873801
培养皿7,persistence,4,3443,14,6.280896
培养皿7,persistence,4,3443,15,6.746147
培养皿7,persistence,4,3443,16,6.775225
培养皿7,persistence,5,3444,1,6.746147
培养皿7,persistence,5,3444,2,5.873801
培养皿7,persistence,5,3444,3,6.193661
培养皿7,persistence,5,3444,4,6.077348
培养皿7,persistence,5,3444,5,6.135505
培养皿7,persistence,5,3444,6,6.309974
培养皿7,persistence,5,3444,7,6.222739
培养皿7,persistence,5,3444,8,5.815644
培养皿7,persistence,5,3444,9,6.164583
培养皿7,persistence,5,3444,10,5.902879
培养皿7,persistence,5,3444,11,6.397208
培养皿7,persistence,5,3444,12,6.484443
培养皿7,persistence,5,3444,13,5.873801
培养皿7,persistence,5,3444,14,6.280896
培养皿7,persistence,5,3444,15,6.746147
培养皿7,persistence,5,3444,16,6.775225
