step,system_total_running,system_total_backlogged,system_total_stopped,system_total_arrived,system_total_departed,system_total_teleported,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,t_stopped,t_accumulated_waiting_time,t_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0
5.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0
10.0,5,0,0,0,5,0,0.0,0.0,13.700994728639753,0,0.0,0.9687434420767478,0,0.0
15.0,9,0,0,0,9,0,0.0,0.0,12.649516364377444,0,0.0,0.9135565319056425,0,0.0
20.0,13,0,2,0,13,0,3.0,0.23076923076923078,8.493591485522824,2,3.0,0.6094639196155843,2,3.0
25.0,15,0,0,0,15,0,0.0,0.0,7.260421206359718,0,7.0,0.5310585005477586,0,7.0
30.0,18,0,1,0,18,0,3.0,0.16666666666666666,8.933031808397889,1,3.0,0.5529019322684798,1,3.0
35.0,23,0,3,0,23,0,15.0,0.6521739130434783,11.014322080061442,3,15.0,0.6744728235911867,3,15.0
40.0,23,0,4,4,27,0,32.0,1.391304347826087,9.384132246231166,4,32.0,0.5841406126500027,4,32.0
45.0,21,0,0,8,29,0,0.0,0.0,8.955102192236776,0,21.0,0.6025843984341045,0,21.0
50.0,21,0,5,12,33,0,13.0,0.6190476190476191,8.307556486812132,5,13.0,0.4746625923346817,5,13.0
55.0,21,0,9,14,35,0,50.0,2.380952380952381,6.34757044047525,9,50.0,0.2815606940637651,9,50.0
60.0,22,0,11,16,38,0,102.0,4.636363636363637,5.569704051339357,11,102.0,0.24093144572642455,11,102.0
65.0,25,0,7,19,44,0,64.0,2.56,6.413131364119383,7,123.0,0.42824942612156314,7,123.0
70.0,26,0,2,21,47,0,4.0,0.15384615384615385,7.399845886700016,2,78.0,0.48122559478297544,2,78.0
75.0,29,0,3,21,50,0,15.0,0.5172413793103449,8.695714802504996,3,24.0,0.5559091037719769,3,24.0
80.0,33,0,2,23,56,0,4.0,0.12121212121212122,7.26184958587092,2,21.0,0.47256167805274496,2,21.0
85.0,29,0,6,29,58,0,29.0,1.0,8.232601596019776,6,38.0,0.5010164135428766,6,38.0
90.0,28,0,10,33,61,0,68.0,2.4285714285714284,6.646850928224053,10,77.0,0.24426531788294312,10,77.0
95.0,27,0,7,37,64,0,41.0,1.5185185185185186,6.8618709155211555,7,90.0,0.40380956860167916,7,90.0
