step,system_total_running,system_total_backlogged,system_total_stopped,system_total_arrived,system_total_departed,system_total_teleported,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,t_stopped,t_accumulated_waiting_time,t_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
1200.0,42,5,11,808,850,0,40.0,0.9523809523809523,3.8137010851776276,11,180.0,0.20043085445644812,11,180.0
1205.0,45,6,9,808,853,0,37.0,0.8222222222222222,5.182506150968782,9,153.0,0.18964388795811848,9,153.0
1210.0,42,8,7,812,854,0,15.0,0.35714285714285715,5.251548850236429,7,174.0,0.24893824858936045,7,174.0
1215.0,38,11,6,816,854,0,25.0,0.6578947368421053,5.269263596504241,6,193.0,0.2325219833912752,6,193.0
1220.0,40,8,13,820,860,0,76.0,1.9,4.363516855459914,13,244.0,0.19155377762700654,13,244.0
1225.0,44,6,12,822,866,0,71.0,1.6136363636363635,3.6678105439077315,12,262.0,0.17562172451394545,12,262.0
1230.0,44,6,10,827,871,0,36.0,0.8181818181818182,4.463560937024741,10,226.0,0.2225683106484431,10,226.0
1235.0,46,4,11,828,874,0,39.0,0.8478260869565217,5.602320772396979,11,176.0,0.22872865487485664,11,176.0
1240.0,42,5,6,832,874,0,12.0,0.2857142857142857,5.006604460231579,6,206.0,0.23949283118031095,6,206.0
1245.0,39,6,7,835,874,0,31.0,0.7948717948717948,5.715728913317749,7,228.0,0.21363905122232238,7,228.0
1250.0,37,3,13,841,878,0,86.0,2.324324324324324,3.844852145640615,13,283.0,0.1284839866887387,13,283.0
1255.0,39,5,15,844,883,0,86.0,2.2051282051282053,3.086483247551463,15,305.0,0.13139937831840995,15,305.0
1260.0,40,5,11,848,888,0,52.0,1.3,4.060410931115128,11,271.0,0.19659773843516226,11,271.0
1265.0,45,5,10,848,893,0,36.0,0.8,6.032542117993724,10,205.0,0.27813728346615635,10,205.0
1270.0,43,8,6,851,894,0,22.0,0.5116279069767442,7.162546278246315,6,172.0,0.3552751540998098,6,172.0
1275.0,39,10,1,856,895,0,1.0,0.02564102564102564,6.915723016847217,1,155.0,0.3913281192177059,1,155.0
1280.0,38,9,7,861,899,0,23.0,0.6052631578947368,6.33153447507441,7,173.0,0.30963061539696113,7,173.0
1285.0,36,11,12,866,902,0,73.0,2.0277777777777777,4.724291293527845,12,223.0,0.16791104868440923,12,223.0
1290.0,40,7,13,869,909,0,71.0,1.775,4.130216734544035,13,242.0,0.20983509658210378,13,242.0
1295.0,42,4,9,874,916,0,36.0,0.8571428571428571,4.519085902258191,9,206.0,0.22824617503540662,9,206.0
1300.0,45,5,8,875,920,0,18.0,0.4,6.1875597600953505,8,143.0,0.29407832769208636,8,143.0
1305.0,44,6,9,878,922,0,23.0,0.5227272727272727,6.853795842273917,9,136.0,0.35763550690529117,9,136.0
1310.0,40,7,1,883,923,0,1.0,0.025,6.8613266241689015,1,115.0,0.3802643874067038,1,115.0
1315.0,38,6,8,889,927,0,21.0,0.5526315789473685,6.333234770643527,8,123.0,0.3228654221901085,8,123.0
1320.0,38,8,12,893,931,0,69.0,1.8157894736842106,5.050700046776557,12,170.0,0.18258339358906686,12,170.0
1325.0,42,5,13,897,939,0,66.0,1.5714285714285714,4.555534160823974,13,186.0,0.2350676694522087,13,186.0
1330.0,41,2,10,903,944,0,40.0,0.975609756097561,3.975063010325388,10,168.0,0.2079270133942687,10,168.0
1335.0,43,3,8,903,946,0,31.0,0.7209302325581395,5.853372801045474,8,132.0,0.264687499634502,8,132.0
1340.0,42,4,6,905,947,0,24.0,0.5714285714285714,6.35197354017045,6,125.0,0.29149090481465245,6,125.0
1345.0,36,7,2,911,947,0,2.0,0.05555555555555555,6.196231308287787,2,108.0,0.33884792314928225,2,108.0
1350.0,36,8,6,915,951,0,22.0,0.6111111111111112,6.449040088188994,6,116.0,0.3033787475701016,6,116.0
1355.0,37,8,12,921,958,0,68.0,1.837837837837838,4.507290924260409,12,162.0,0.23266606923335922,12,162.0
1360.0,38,6,18,924,962,0,149.0,3.9210526315789473,3.045904908486339,18,243.0,0.17373270190206513,18,243.0
1365.0,39,5,18,927,966,0,146.0,3.7435897435897436,1.4036317463051218,18,285.0,0.08553554925189996,18,285.0
1370.0,43,5,21,927,970,0,124.0,2.883720930232558,3.0961013925882783,21,297.0,0.11481627026767831,21,297.0
1375.0,45,6,18,927,972,0,122.0,2.7111111111111112,5.7104558454594025,18,280.0,0.2348663034785817,18,280.0
1380.0,42,10,7,931,973,0,50.0,1.1904761904761905,5.647310874992314,7,315.0,0.2886633053546981,7,315.0
1385.0,38,12,6,936,974,0,23.0,0.6052631578947368,5.499712516673274,6,336.0,0.25802551642216076,6,336.0
1390.0,40,11,12,939,979,0,74.0,1.85,4.496267618781907,12,387.0,0.1732445375651341,12,387.0
1395.0,41,9,13,943,984,0,72.0,1.7560975609756098,3.5325764069353287,13,396.0,0.16537963676721176,13,396.0
1400.0,42,8,13,947,989,0,45.0,1.0714285714285714,3.9132894341951587,13,351.0,0.20152195723869173,13,351.0
1405.0,46,8,11,947,993,0,51.0,1.108695652173913,5.263415066895341,11,277.0,0.2341429203690283,11,277.0
1410.0,45,11,7,950,995,0,21.0,0.4666666666666667,5.444330931841598,7,306.0,0.28144333355806317,7,306.0
1415.0,40,12,8,955,995,0,33.0,0.825,5.689206027119742,8,333.0,0.2606730311783539,8,333.0
1420.0,44,12,14,959,1003,0,91.0,2.0681818181818183,5.162147719279699,14,391.0,0.2366522421652332,14,391.0
1425.0,45,11,20,963,1008,0,179.0,3.977777777777778,3.5974661536240498,20,479.0,0.17035941143556155,20,479.0
1430.0,45,10,22,967,1012,0,180.0,4.0,2.547635307358638,22,514.0,0.13914471618407154,22,514.0
1435.0,45,12,21,969,1014,0,136.0,3.022222222222222,2.9098018301831057,21,478.0,0.11255639610395085,21,478.0
1440.0,48,13,20,969,1017,0,142.0,2.9583333333333335,5.1245294652769156,20,394.0,0.1901177149788509,20,394.0
1445.0,46,16,12,973,1019,0,123.0,2.6739130434782608,6.9145636299394395,12,332.0,0.3151699590249486,12,332.0
1450.0,43,17,3,977,1020,0,12.0,0.27906976744186046,6.698821905678731,3,325.0,0.3516195544531197,3,325.0
1455.0,43,17,7,983,1026,0,25.0,0.5813953488372093,6.576140064416228,7,297.0,0.3439380602361525,7,297.0
1460.0,43,18,14,987,1030,0,82.0,1.9069767441860466,5.691842540893572,14,341.0,0.23001940695798556,14,341.0
1465.0,45,15,14,991,1036,0,86.0,1.9111111111111112,4.464109659536009,14,356.0,0.17583895476808906,14,356.0
1470.0,44,13,13,997,1041,0,53.0,1.2045454545454546,4.315794299460227,13,307.0,0.1716792234862637,13,307.0
1475.0,44,16,11,1000,1044,0,47.0,1.0681818181818181,5.575858088477188,11,227.0,0.19773038623391764,11,227.0
1480.0,40,17,8,1004,1044,0,21.0,0.525,5.150294030985734,8,253.0,0.20979713308868225,8,253.0
1485.0,38,20,7,1008,1046,0,23.0,0.6052631578947368,5.973366303836459,7,277.0,0.28224169674530514,7,277.0
1490.0,37,18,12,1013,1050,0,72.0,1.945945945945946,3.919911076359739,12,326.0,0.18560367017669258,12,326.0
1495.0,39,17,13,1015,1054,0,73.0,1.8717948717948718,2.7460317982327394,13,331.0,0.11628840352668916,13,331.0
1500.0,38,15,11,1018,1056,0,50.0,1.3157894736842106,3.199763720328424,11,276.0,0.10221631716513192,11,276.0
1505.0,42,16,10,1018,1060,0,41.0,0.9761904761904762,5.91694733352051,10,206.0,0.20211236589252804,10,206.0
1510.0,40,17,8,1022,1062,0,47.0,1.175,7.791467625295946,8,165.0,0.3802262111793893,8,165.0
1515.0,34,21,2,1028,1062,0,2.0,0.058823529411764705,7.6051997881017765,2,146.0,0.44016150934362286,2,146.0
1520.0,35,20,6,1033,1068,0,22.0,0.6285714285714286,6.232018688470563,6,167.0,0.32982480743268205,6,167.0
1525.0,37,18,13,1036,1073,0,73.0,1.972972972972973,4.740600566250748,13,218.0,0.22089882117618947,13,218.0
1530.0,40,16,19,1039,1079,0,157.0,3.925,3.4543638235663794,19,302.0,0.18690228825758134,19,302.0
1535.0,44,14,21,1042,1086,0,166.0,3.772727272727273,3.177324568302488,21,350.0,0.1892464875664676,21,350.0
1540.0,45,16,18,1043,1088,0,116.0,2.577777777777778,3.848293900968508,18,335.0,0.17531069796514245,18,335.0
1545.0,45,18,16,1044,1089,0,106.0,2.3555555555555556,4.738686400148798,16,313.0,0.1864461080272144,16,313.0
1550.0,44,21,10,1047,1091,0,73.0,1.6590909090909092,6.554048111580756,10,284.0,0.3087785794128686,10,284.0
1555.0,40,24,6,1051,1091,0,60.0,1.5,7.5137179360158415,6,230.0,0.3778326237878643,6,230.0
1560.0,39,24,5,1057,1096,0,12.0,0.3076923076923077,6.398229597493298,5,226.0,0.36374877624199814,5,226.0
1565.0,37,25,7,1062,1099,0,25.0,0.6756756756756757,5.862854330318159,7,203.0,0.29121679494152486,7,203.0
1570.0,40,22,13,1065,1105,0,76.0,1.9,4.985640356874593,13,246.0,0.2054804223230823,13,246.0
1575.0,42,18,15,1068,1110,0,79.0,1.880952380952381,3.9409251630337327,15,270.0,0.15031464318622212,15,270.0
1580.0,41,18,11,1074,1115,0,46.0,1.1219512195121952,4.687022667860554,11,237.0,0.20821903579538378,11,237.0
1585.0,42,18,9,1076,1118,0,38.0,0.9047619047619048,6.0639023159696235,9,172.0,0.23696075891171334,9,172.0
1590.0,38,22,7,1081,1119,0,25.0,0.6578947368421053,6.615089978062177,7,122.0,0.2903238310298962,7,122.0
1595.0,35,24,1,1084,1119,0,1.0,0.02857142857142857,7.075382469487249,1,118.0,0.3720818808785999,1,118.0
1600.0,35,21,6,1089,1124,0,22.0,0.6285714285714286,6.302274455279876,6,134.0,0.316061739776205,6,134.0
1605.0,36,17,12,1094,1130,0,72.0,2.0,4.630326774421627,12,186.0,0.2484912746591955,12,186.0
1610.0,38,14,14,1098,1136,0,73.0,1.9210526315789473,2.9765528738618174,14,216.0,0.19046834526423764,14,216.0
1615.0,41,13,10,1099,1140,0,42.0,1.024390243902439,3.7125993982754695,10,199.0,0.18458420109230841,10,199.0
1620.0,43,14,12,1099,1142,0,44.0,1.0232558139534884,4.751027231571073,12,163.0,0.1562343753636483,12,163.0
1625.0,41,15,8,1101,1142,0,21.0,0.5121951219512195,5.043312593130444,8,192.0,0.19707300448232365,8,192.0
1630.0,35,17,7,1107,1142,0,28.0,0.8,5.1528709331022675,7,220.0,0.18856842458835896,7,220.0
1635.0,36,15,12,1111,1147,0,82.0,2.2777777777777777,3.490650696656044,12,274.0,0.15527148010171865,12,274.0
1640.0,39,13,14,1114,1153,0,81.0,2.076923076923077,3.2596435600868268,14,296.0,0.20018745966510137,14,296.0
1645.0,41,14,10,1116,1157,0,48.0,1.170731707317073,4.06545589349058,10,265.0,0.2216481801307175,10,265.0
1650.0,43,16,12,1116,1159,0,37.0,0.8604651162790697,5.289498626626529,12,203.0,0.19461334102109792,12,203.0
1655.0,41,19,9,1119,1160,0,32.0,0.7804878048780488,6.524479509818612,9,192.0,0.29814348545411834,9,192.0
1660.0,35,22,5,1125,1160,0,40.0,1.1428571428571428,8.061610074549366,5,146.0,0.4375873108511174,5,146.0
1665.0,35,20,1,1129,1164,0,1.0,0.02857142857142857,7.126764445408139,1,123.0,0.38993715670108314,1,123.0
1670.0,36,20,7,1135,1171,0,26.0,0.7222222222222222,6.517062968630801,7,120.0,0.34428297955803555,7,120.0
1675.0,36,20,14,1139,1175,0,83.0,2.3055555555555554,4.841873987140534,14,177.0,0.2648841791682283,14,177.0
1680.0,38,19,18,1143,1181,0,164.0,4.315789473684211,3.6618765739910835,18,258.0,0.18317978102734728,18,258.0
1685.0,42,16,20,1145,1187,0,162.0,3.857142857142857,2.8232785344448605,20,301.0,0.13070470898516742,20,301.0
1690.0,43,19,15,1147,1190,0,99.0,2.302325581395349,3.754651085598324,15,289.0,0.16653984695443758,15,289.0
1695.0,45,21,15,1148,1193,0,86.0,1.9111111111111112,5.627418524770564,15,246.0,0.24844987965204296,15,246.0
1700.0,43,25,7,1151,1194,0,38.0,0.8837209302325582,5.447758214032703,7,286.0,0.28075285024515834,7,286.0
1705.0,40,28,8,1156,1196,0,29.0,0.725,6.051187753782124,8,318.0,0.2943127320079209,8,318.0
1710.0,41,27,14,1160,1201,0,86.0,2.097560975609756,4.832168175928785,14,375.0,0.22476558750121103,14,375.0
1715.0,40,25,16,1165,1205,0,87.0,2.175,2.52175428322888,16,389.0,0.12960614388101702,16,389.0
1720.0,41,25,14,1167,1208,0,58.0,1.4146341463414633,3.342650292515892,14,353.0,0.13794063467905285,14,353.0
1725.0,44,27,14,1167,1211,0,64.0,1.4545454545454546,5.045833426004434,14,292.0,0.1803506703669439,14,292.0
1730.0,40,27,9,1172,1212,0,66.0,1.65,5.513658824755362,9,270.0,0.29723009795694183,9,270.0
1735.0,39,28,1,1173,1212,0,2.0,0.05128205128205128,6.152998945421451,1,243.0,0.3364942651010051,1,243.0
1740.0,39,28,7,1177,1216,0,27.0,0.6923076923076923,6.190416071683624,7,240.0,0.269330226888302,7,240.0
1745.0,39,27,13,1183,1222,0,81.0,2.076923076923077,4.83532223433546,13,294.0,0.177522545034911,13,294.0
1750.0,37,25,13,1189,1226,0,82.0,2.2162162162162162,2.90149249895115,13,307.0,0.12704522132407586,13,307.0
1755.0,38,24,12,1192,1230,0,58.0,1.5263157894736843,3.4285390317144295,12,260.0,0.13878983094303285,12,260.0
1760.0,40,25,10,1192,1232,0,43.0,1.075,5.35202605236527,10,192.0,0.16680917262632325,10,192.0
1765.0,36,29,7,1196,1232,0,22.0,0.6111111111111112,5.04848120098532,7,226.0,0.21666717123898036,7,226.0
1770.0,33,30,7,1200,1233,0,27.0,0.8181818181818182,4.684378835344935,7,253.0,0.21545284433189776,7,253.0
1775.0,33,28,14,1204,1237,0,80.0,2.4242424242424243,2.802856014893216,14,306.0,0.16442665989076577,14,306.0
1780.0,36,25,14,1206,1242,0,79.0,2.1944444444444446,1.860002662503025,14,322.0,0.11811801596574117,14,322.0
1785.0,38,25,12,1206,1244,0,59.0,1.5526315789473684,3.363283497485928,12,287.0,0.12439962654207162,12,287.0
1790.0,42,27,11,1206,1248,0,44.0,1.0476190476190477,5.903569144382976,11,225.0,0.21386308610223548,11,225.0
1795.0,39,29,7,1210,1249,0,32.0,0.8205128205128205,7.665479133860656,7,187.0,0.3498297041590158,7,187.0
1800.0,35,34,2,1216,1251,0,25.0,0.7142857142857143,9.212122726921768,2,131.0,0.5338862195741733,2,131.0
1805.0,36,32,1,1221,1257,0,1.0,0.027777777777777776,8.148718678388377,1,101.0,0.5037679998711675,1,101.0
1810.0,38,29,7,1225,1263,0,24.0,0.631578947368421,7.09543023175663,7,119.0,0.39396465600663727,7,119.0
1815.0,41,26,14,1229,1270,0,73.0,1.7804878048780488,5.8152351810249785,14,171.0,0.27063843156981127,14,171.0
1820.0,42,23,20,1233,1275,0,158.0,3.761904761904762,3.5925639025385356,20,256.0,0.16805168224875788,20,256.0
1825.0,41,23,21,1237,1278,0,165.0,4.024390243902439,1.8481431468388445,21,307.0,0.07828212615973248,21,307.0
1830.0,43,23,22,1239,1282,0,125.0,2.9069767441860463,3.015976580434999,22,310.0,0.1199030727487077,22,310.0
1835.0,45,27,15,1239,1284,0,109.0,2.422222222222222,5.538055296255592,15,287.0,0.22540083295743923,15,287.0
1840.0,43,30,7,1242,1285,0,48.0,1.1162790697674418,5.520508394712736,7,314.0,0.2833827140914833,7,314.0
1845.0,40,34,8,1247,1287,0,29.0,0.725,6.186019682468308,8,335.0,0.3184648985235913,8,335.0
1850.0,40,34,15,1251,1291,0,87.0,2.175,4.937183478057793,15,393.0,0.21206802053293222,15,393.0
1855.0,43,33,14,1254,1297,0,85.0,1.9767441860465116,4.039050141682682,14,405.0,0.17475890639867647,14,405.0
1860.0,43,32,13,1258,1301,0,53.0,1.2325581395348837,4.2300976517153,13,366.0,0.17854058156874877,13,366.0
1865.0,45,32,12,1260,1305,0,52.0,1.1555555555555554,5.587281246905795,12,291.0,0.23255326173362925,12,291.0
1870.0,43,35,7,1263,1306,0,20.0,0.46511627906976744,5.5553392714644465,7,321.0,0.2724448828986513,7,321.0
1875.0,38,37,7,1268,1306,0,29.0,0.7631578947368421,5.822467440364328,7,347.0,0.25116649822521964,7,347.0
1880.0,39,34,13,1272,1311,0,83.0,2.128205128205128,4.132710858497281,13,401.0,0.1625207932537092,13,401.0
1885.0,40,33,15,1276,1316,0,85.0,2.125,2.883075914924774,15,411.0,0.14616578188428841,15,411.0
1890.0,39,35,11,1279,1318,0,55.0,1.4102564102564104,3.2404949221974677,11,351.0,0.13131582277094303,11,351.0
1895.0,42,35,11,1279,1321,0,45.0,1.0714285714285714,5.166019552569973,11,268.0,0.18981978726536938,11,268.0
1900.0,40,37,6,1282,1322,0,16.0,0.4,5.690762934929071,6,239.0,0.2658096510847505,6,239.0
1905.0,37,38,6,1287,1324,0,22.0,0.5945945945945946,6.051484414726669,6,262.0,0.32216259753237714,6,262.0
1910.0,36,38,13,1292,1328,0,75.0,2.0833333333333335,4.30158208866238,13,315.0,0.2463710402719609,13,315.0
1915.0,41,36,19,1295,1336,0,156.0,3.8048780487804876,3.5596218659390098,19,396.0,0.1833975758290678,19,396.0
1920.0,44,35,18,1296,1340,0,153.0,3.477272727272727,2.8112292999980824,18,417.0,0.13995785882931158,18,417.0
1925.0,45,39,19,1297,1342,0,117.0,2.6,3.864304249854944,19,359.0,0.13950525413569154,19,359.0
1930.0,46,41,17,1299,1345,0,99.0,2.152173913043478,5.29417163354876,17,311.0,0.1979908910039666,17,311.0
1935.0,43,41,10,1303,1346,0,74.0,1.7209302325581395,6.607518268915082,10,293.0,0.32271693932480405,10,293.0
1940.0,40,41,0,1308,1348,0,0.0,0.0,7.233443392814593,0,246.0,0.40667781583459894,0,246.0
1945.0,38,42,5,1314,1352,0,14.0,0.3684210526315789,7.082186446298421,5,241.0,0.394002655291858,5,241.0
1950.0,41,39,12,1317,1358,0,61.0,1.4878048780487805,5.417287140317295,12,288.0,0.20044748579344052,12,288.0
1955.0,43,38,18,1320,1363,0,137.0,3.186046511627907,3.7321072404382094,18,364.0,0.10907042297502029,18,364.0
1960.0,42,37,19,1325,1367,0,142.0,3.380952380952381,2.545478993691251,19,399.0,0.09254756545366419,19,399.0
1965.0,41,40,16,1328,1369,0,92.0,2.2439024390243905,3.63359305261007,16,362.0,0.15062864027197595,16,362.0
1970.0,43,42,14,1329,1372,0,76.0,1.7674418604651163,5.3109022880594,14,292.0,0.22684094003234564,14,292.0
1975.0,42,45,8,1331,1373,0,45.0,1.0714285714285714,6.695485541698875,8,240.0,0.33497780306594727,8,240.0
1980.0,37,48,3,1336,1373,0,24.0,0.6486486486486487,7.966521494354399,3,177.0,0.4233462300912251,3,177.0
1985.0,35,48,2,1342,1377,0,2.0,0.05714285714285714,7.294408381375855,2,160.0,0.3976682013995687,2,160.0
1990.0,34,47,7,1346,1380,0,26.0,0.7647058823529411,6.5594903842357395,7,169.0,0.2780050574412427,7,169.0
1995.0,36,43,12,1352,1388,0,77.0,2.138888888888889,5.207726944784766,12,220.0,0.2686494833130937,12,220.0
2000.0,36,40,18,1356,1392,0,156.0,4.333333333333333,3.0063814464982936,18,299.0,0.17841930330829542,18,299.0
2005.0,39,37,21,1358,1397,0,155.0,3.9743589743589745,1.0760442125172236,21,344.0,0.057998391360593766,21,344.0
2010.0,41,41,19,1358,1399,0,115.0,2.8048780487804876,3.0741190758611032,19,336.0,0.10507631435590657,19,336.0
2015.0,43,42,17,1358,1401,0,113.0,2.627906976744186,5.243280830786876,17,281.0,0.2003538723224399,17,281.0
2020.0,40,47,7,1362,1402,0,73.0,1.825,6.3686463330945555,7,245.0,0.3414869095237886,7,245.0
2025.0,37,51,1,1365,1402,0,1.0,0.02702702702702703,7.14232265301595,1,211.0,0.4119938537007182,1,211.0
2030.0,36,49,7,1371,1407,0,22.0,0.6111111111111112,6.493278689807,7,214.0,0.29294141572348503,7,214.0
2035.0,38,47,13,1375,1413,0,74.0,1.9473684210526316,4.579989729088513,13,266.0,0.20046290891300933,13,266.0
2040.0,39,44,15,1380,1419,0,77.0,1.9743589743589745,3.0511135081278398,15,291.0,0.1522695227703793,15,291.0
2045.0,41,45,9,1382,1423,0,43.0,1.048780487804878,4.363834258188304,9,262.0,0.2131910069624777,9,262.0
2050.0,43,46,10,1383,1426,0,36.0,0.8372093023255814,5.506571874580468,10,193.0,0.2277359267901236,10,193.0
2055.0,41,50,6,1386,1427,0,21.0,0.5121951219512195,6.5778718511418095,6,159.0,0.3357329759506786,6,159.0
2060.0,38,52,4,1390,1428,0,25.0,0.6578947368421053,8.281495689947352,4,114.0,0.48805217666717426,4,114.0
2065.0,39,50,1,1395,1434,0,1.0,0.02564102564102564,7.8435415016603525,1,99.0,0.4873435283647013,1,99.0
2070.0,37,50,7,1401,1438,0,21.0,0.5675675675675675,6.6416834207273086,7,105.0,0.3366472251075089,7,105.0
2075.0,38,49,13,1406,1444,0,74.0,1.9473684210526316,5.061161448533362,13,158.0,0.21774275946447927,13,158.0
2080.0,41,47,19,1410,1451,0,161.0,3.926829268292683,3.3759699537774117,19,246.0,0.1620226660128163,19,246.0
2085.0,41,47,19,1414,1455,0,168.0,4.097560975609756,2.2334123266929273,19,303.0,0.1301422004406583,19,303.0
2090.0,43,49,17,1415,1458,0,114.0,2.6511627906976742,3.4290850631619914,17,306.0,0.14777223716585713,17,306.0
2095.0,44,50,17,1415,1459,0,101.0,2.2954545454545454,5.164551630880698,17,268.0,0.18898125747675698,17,268.0
2100.0,41,50,8,1419,1460,0,61.0,1.4878048780487805,6.383434149501146,8,257.0,0.3123555197568554,8,257.0
2105.0,38,52,3,1423,1461,0,6.0,0.15789473684210525,6.5612710781449435,3,244.0,0.36326091942859917,3,244.0
2110.0,37,51,8,1429,1466,0,38.0,1.027027027027027,6.265646544173507,8,255.0,0.3455507090284097,8,255.0
2115.0,40,50,15,1432,1472,0,101.0,2.525,4.929550014960224,15,318.0,0.23774587231089186,15,318.0
2120.0,41,48,16,1436,1477,0,103.0,2.5121951219512195,2.9085983332953322,16,347.0,0.1426998582039887,16,347.0
2125.0,41,47,16,1439,1480,0,71.0,1.7317073170731707,2.871291468811291,16,326.0,0.11200151874643002,16,326.0
2130.0,43,49,14,1439,1482,0,73.0,1.697674418604651,4.493895059918188,14,271.0,0.12012837958440083,14,271.0
2135.0,44,51,8,1442,1486,0,33.0,0.75,5.530600339244396,8,302.0,0.29508806550356803,8,302.0
2140.0,41,53,7,1446,1487,0,28.0,0.6829268292682927,6.0655800070641215,7,311.0,0.3161268335550252,7,311.0
2145.0,40,52,13,1451,1491,0,84.0,2.1,4.428626212941644,13,368.0,0.21748981871247106,13,368.0
2150.0,41,50,15,1455,1496,0,85.0,2.073170731707317,2.660616074208134,15,377.0,0.11232706960341207,15,377.0
2155.0,43,51,14,1456,1499,0,69.0,1.6046511627906976,4.117953526498104,14,327.0,0.15409521176335172,14,327.0
2160.0,44,51,11,1459,1503,0,54.0,1.2272727272727273,5.6842271971942955,11,248.0,0.23753585029412078,11,248.0
2165.0,40,51,9,1463,1503,0,51.0,1.275,6.883019546157857,9,202.0,0.30028237031975547,9,202.0
2170.0,37,53,1,1468,1505,0,2.0,0.05405405405405406,7.105991522865111,1,183.0,0.43104629739221184,1,183.0
2175.0,37,52,7,1473,1510,0,24.0,0.6486486486486487,6.700688597214016,7,196.0,0.35534666667482706,7,196.0
2180.0,39,51,14,1477,1516,0,82.0,2.1025641025641026,4.845058824605265,14,254.0,0.2458827263534976,14,254.0
2185.0,42,48,16,1480,1522,0,91.0,2.1666666666666665,3.118496189446289,16,277.0,0.15432823139572469,16,277.0
2190.0,41,48,12,1484,1525,0,59.0,1.4390243902439024,3.8580566145554536,12,222.0,0.17908985169089908,12,222.0
2195.0,44,49,12,1484,1528,0,53.0,1.2045454545454546,5.237003082854336,12,193.0,0.20115501379178685,12,193.0
2200.0,42,50,10,1487,1529,0,56.0,1.3333333333333333,6.606449335906516,10,163.0,0.2961461903837594,10,163.0
2205.0,37,52,6,1492,1529,0,58.0,1.5675675675675675,7.478941770594875,6,151.0,0.41081917481640745,6,151.0
2210.0,36,53,3,1497,1533,0,4.0,0.1111111111111111,6.967067653001713,3,133.0,0.41720004432488744,3,133.0
2215.0,38,49,7,1502,1540,0,31.0,0.8157894736842105,6.880871585584437,7,124.0,0.36296364413245086,7,124.0
2220.0,40,45,15,1506,1546,0,91.0,2.275,4.82016859225306,15,184.0,0.2341658960218049,15,184.0
2225.0,39,46,16,1510,1549,0,97.0,2.4871794871794872,2.6275872787521095,16,225.0,0.08490489130167136,16,225.0
2230.0,41,47,15,1513,1554,0,78.0,1.9024390243902438,3.709151293982156,15,223.0,0.15463767804307904,15,223.0
2235.0,44,45,12,1514,1558,0,59.0,1.3409090909090908,5.641292041817424,12,192.0,0.2369325646401754,12,192.0
2240.0,42,48,8,1516,1558,0,56.0,1.3333333333333333,7.051391132313065,8,189.0,0.3428779329313479,8,189.0
2245.0,37,50,4,1522,1559,0,40.0,1.0810810810810811,7.603118916498095,4,156.0,0.3837841974713108,4,156.0
2250.0,37,48,2,1528,1565,0,4.0,0.10810810810810811,7.6315762665249585,2,138.0,0.47517062630128515,2,138.0
2255.0,36,47,8,1533,1569,0,28.0,0.7777777777777778,6.374151498735078,8,144.0,0.3518177312677409,8,144.0
2260.0,41,45,13,1536,1577,0,82.0,2.0,5.544033951752575,13,198.0,0.286642735331798,13,198.0
2265.0,43,45,14,1539,1582,0,85.0,1.9767441860465116,4.351484272009438,14,229.0,0.1980779538482664,14,229.0
2270.0,44,43,10,1542,1586,0,45.0,1.0227272727272727,4.802644452123892,10,209.0,0.2019036295357802,10,209.0
2275.0,44,43,10,1546,1590,0,30.0,0.6818181818181818,5.163460389978993,10,151.0,0.18270603747269795,10,151.0
2280.0,42,46,8,1550,1592,0,36.0,0.8571428571428571,6.929743473856658,8,131.0,0.3293878711411825,8,131.0
2285.0,37,49,1,1555,1592,0,3.0,0.08108108108108109,6.513363310932769,1,129.0,0.35022933426446845,1,129.0
2290.0,38,46,8,1560,1598,0,30.0,0.7894736842105263,6.10532047690293,8,139.0,0.2958691191494772,8,139.0
2295.0,40,46,14,1563,1603,0,88.0,2.2,5.200589084739285,14,197.0,0.2452447266026409,14,197.0
2300.0,41,45,14,1567,1608,0,88.0,2.1463414634146343,3.671330873989743,14,230.0,0.1906779107672174,14,230.0
2305.0,40,46,12,1571,1611,0,56.0,1.4,3.256201126302586,12,188.0,0.09718103064271832,12,188.0
2310.0,42,46,14,1571,1613,0,60.0,1.4285714285714286,4.898670334822504,14,195.0,0.15493536584660847,14,195.0
2315.0,40,48,8,1574,1614,0,55.0,1.375,6.796110328552305,8,173.0,0.28398688035251485,8,173.0
2320.0,38,51,4,1579,1617,0,61.0,1.605263157894737,8.837640958794776,4,154.0,0.5302632725336801,4,154.0
2325.0,35,50,2,1585,1620,0,2.0,0.05714285714285714,8.407829994001968,2,112.0,0.5135594407682452,2,112.0
2330.0,36,50,7,1590,1626,0,23.0,0.6388888888888888,6.914895648951265,7,101.0,0.3362434498464908,7,101.0
2335.0,40,46,12,1595,1635,0,73.0,1.825,5.862548729329154,12,151.0,0.32067440628222094,12,151.0
2340.0,41,46,12,1599,1640,0,73.0,1.7804878048780488,3.911865093658495,12,181.0,0.19039770911868012,12,181.0
2345.0,43,46,11,1602,1645,0,41.0,0.9534883720930233,3.9141229058461477,11,171.0,0.18255012311978677,11,171.0
2350.0,44,48,11,1603,1647,0,44.0,1.0,5.150598165092991,11,140.0,0.19710388754419508,11,140.0
2355.0,42,48,5,1607,1649,0,10.0,0.23809523809523808,5.1890600287718645,5,161.0,0.2648223569603938,5,161.0
