step,system_total_running,system_total_backlogged,system_total_stopped,system_total_arrived,system_total_departed,system_total_teleported,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,t_stopped,t_accumulated_waiting_time,t_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
175.0,32,0,13,87,119,0,83.0,2.59375,4.821603515002678,13,135.0,0.2322945215016218,13,135.0
180.0,32,0,6,91,123,0,32.0,1.0,6.24500078718766,6,118.0,0.31677394457581814,6,118.0
185.0,32,0,1,92,124,0,10.0,0.3125,7.259093801531744,1,79.0,0.3077265741115616,1,79.0
190.0,33,0,1,96,129,0,1.0,0.030303030303030304,7.284809418338952,1,61.0,0.41905730624661613,1,61.0
195.0,32,0,7,101,133,0,25.0,0.78125,6.60288468830441,7,85.0,0.37707749365691823,7,85.0
200.0,29,0,13,105,134,0,77.0,2.6551724137931036,3.826880908285708,13,137.0,0.18323081236328395,13,137.0
205.0,30,0,13,108,138,0,74.0,2.466666666666667,2.83567053899215,13,164.0,0.16221412363970902,13,164.0
210.0,30,0,11,109,139,0,47.0,1.5666666666666667,4.121119604447789,11,134.0,0.15034673604684698,11,134.0
215.0,35,0,5,109,144,0,30.0,0.8571428571428571,7.110187145414163,5,112.0,0.352750521326813,5,112.0
220.0,36,0,3,112,148,0,32.0,0.8888888888888888,7.916863660686005,3,89.0,0.40792626933815046,3,89.0
225.0,35,0,0,117,152,0,0.0,0.0,7.5934867816123415,0,55.0,0.4394734737311799,0,55.0
230.0,33,0,6,121,154,0,19.0,0.5757575757575758,6.701015325383558,6,68.0,0.3221357064403278,6,68.0
235.0,30,0,12,127,157,0,65.0,2.1666666666666665,4.3237316149434095,12,116.0,0.21522761151829478,12,116.0
240.0,32,0,13,130,162,0,67.0,2.09375,3.791926993944547,13,149.0,0.18329557025988638,13,149.0
245.0,35,0,9,131,166,0,37.0,1.0571428571428572,4.9342107977077445,9,135.0,0.1873188725268833,9,135.0
250.0,35,0,7,133,168,0,24.0,0.6857142857142857,6.416601685658058,7,109.0,0.2500580063616784,7,109.0
255.0,38,0,1,136,174,0,3.0,0.07894736842105263,7.142708714608098,1,88.0,0.34872005593550104,1,88.0
260.0,36,3,1,141,177,0,2.0,0.05555555555555555,7.991611695509677,1,86.0,0.47322288828487713,1,86.0
265.0,38,2,8,146,184,0,23.0,0.6052631578947368,7.163089202386798,8,107.0,0.39656328049468914,8,107.0
270.0,36,2,13,151,187,0,75.0,2.0833333333333335,4.818105851371003,13,160.0,0.22855575615947205,13,160.0
275.0,41,0,15,153,194,0,78.0,1.9024390243902438,3.849347935454757,15,194.0,0.19549858215796867,15,194.0
280.0,41,0,13,156,197,0,49.0,1.1951219512195121,3.851302487779404,13,190.0,0.16024924563967266,13,190.0
285.0,42,1,13,157,199,0,55.0,1.3095238095238095,4.749608996309986,13,160.0,0.13043644272592406,13,160.0
290.0,42,5,9,160,202,0,61.0,1.4523809523809523,6.717153114996008,9,160.0,0.3021139996745272,9,160.0
295.0,37,9,0,165,202,0,0.0,0.0,7.261764654897288,0,142.0,0.4149378429713804,0,142.0
300.0,36,8,7,171,207,0,22.0,0.6111111111111112,6.637438671056771,7,131.0,0.32523260917951935,7,131.0
305.0,39,7,12,175,214,0,74.0,1.8974358974358974,5.083083953272128,12,183.0,0.24128797550963865,12,183.0
310.0,39,7,18,180,219,0,156.0,4.0,3.337060508124875,18,265.0,0.1768797191017641,18,265.0
315.0,40,7,21,182,222,0,160.0,4.0,1.7675560536717299,21,320.0,0.07998967010674116,21,320.0
320.0,42,6,20,183,225,0,120.0,2.857142857142857,2.479800610902666,20,326.0,0.07437576903979351,20,326.0
325.0,43,9,18,183,226,0,122.0,2.8372093023255816,4.681652334162702,18,319.0,0.1608859549263039,18,319.0
330.0,41,11,8,187,228,0,86.0,2.097560975609756,6.772733766836597,8,273.0,0.3147435372867107,8,273.0
335.0,41,13,4,190,231,0,76.0,1.853658536585366,8.508066330397963,4,231.0,0.483229172176013,4,231.0
340.0,38,12,1,196,234,0,1.0,0.02631578947368421,7.482705972999201,1,191.0,0.44467128293469504,1,191.0
345.0,39,8,6,201,240,0,23.0,0.5897435897435898,7.194543742610179,6,168.0,0.37114333701651747,6,168.0
350.0,39,4,12,206,245,0,71.0,1.8205128205128205,5.580839668152444,12,216.0,0.21861240331123144,12,216.0
355.0,40,2,14,211,251,0,71.0,1.775,3.0607261791275295,14,241.0,0.10928895357492063,14,241.0
360.0,40,1,11,215,255,0,52.0,1.3,3.7877032155634893,11,212.0,0.15140190613032406,11,212.0
365.0,41,2,10,216,257,0,35.0,0.8536585365853658,5.725337817094156,10,150.0,0.19410644634079724,10,150.0
370.0,38,4,5,220,258,0,23.0,0.6052631578947368,7.252109785710436,5,119.0,0.36146429194228347,5,119.0
375.0,34,6,2,225,259,0,4.0,0.11764705882352941,6.9061847113250625,2,114.0,0.39574611002049637,2,114.0
380.0,36,5,8,229,265,0,32.0,0.8888888888888888,5.9706405105998455,8,140.0,0.31804564913069366,8,140.0
385.0,37,4,13,233,270,0,86.0,2.324324324324324,4.236793782750295,13,194.0,0.21289329032451113,13,194.0
390.0,40,2,14,236,276,0,82.0,2.05,3.655324709821545,14,226.0,0.19023002770517497,14,226.0
395.0,41,0,11,238,279,0,50.0,1.2195121951219512,4.238258552868446,11,197.0,0.17343125136089377,11,197.0
400.0,44,2,8,239,283,0,37.0,0.8409090909090909,5.2806930353702946,8,167.0,0.20061558724299294,8,167.0
405.0,40,4,9,243,283,0,44.0,1.1,7.031004804936555,9,159.0,0.34285377352747365,9,159.0
410.0,35,8,4,248,283,0,48.0,1.3714285714285714,8.12687209319215,4,129.0,0.42714021436752864,4,129.0
415.0,35,6,2,254,289,0,5.0,0.14285714285714285,7.502623189555024,2,116.0,0.44704107141103644,2,116.0
420.0,37,4,7,258,295,0,33.0,0.8918918918918919,6.605742033795303,7,114.0,0.33114095919788655,7,114.0
425.0,37,4,14,262,299,0,90.0,2.4324324324324325,4.3753255990076445,14,171.0,0.15137492666732905,14,171.0
430.0,40,0,14,266,306,0,88.0,2.2,3.206071425129065,14,206.0,0.13891438481350107,14,206.0
435.0,39,1,11,269,308,0,52.0,1.3333333333333333,3.8898542620024124,11,195.0,0.16708499543737085,11,195.0
440.0,41,0,11,270,311,0,43.0,1.048780487804878,5.374972021108004,11,155.0,0.19059143661951405,11,155.0
445.0,38,3,7,273,311,0,34.0,0.8947368421052632,6.899383129118375,7,153.0,0.32622235286750834,7,153.0
450.0,33,8,1,278,311,0,1.0,0.030303030303030304,7.029709785085631,1,135.0,0.38288485715556225,1,135.0
455.0,34,6,7,282,316,0,26.0,0.7647058823529411,6.251916591334812,7,160.0,0.325875264574572,7,160.0
460.0,33,3,12,288,321,0,77.0,2.3333333333333335,3.789950498193657,12,211.0,0.20555769638973845,12,211.0
465.0,36,0,19,291,327,0,158.0,4.388888888888889,2.1423234475750323,19,292.0,0.12959115347637698,19,292.0
470.0,41,0,20,291,332,0,158.0,3.8536585365853657,2.13305534334069,20,344.0,0.11817583913000533,20,344.0
475.0,42,2,19,292,334,0,118.0,2.8095238095238093,3.4729137587579326,19,343.0,0.1542446712282084,19,343.0
480.0,43,6,16,292,335,0,106.0,2.4651162790697674,4.878431006791451,16,301.0,0.17440125743463528,16,301.0
485.0,41,10,9,295,336,0,73.0,1.7804878048780488,6.455498554213435,9,286.0,0.32108620036894,9,286.0
490.0,37,13,4,299,336,0,51.0,1.3783783783783783,7.960100125521994,4,217.0,0.43310434222634947,4,217.0
495.0,37,12,2,304,341,0,3.0,0.08108108108108109,7.0639732586671515,2,196.0,0.3960879799138518,2,196.0
500.0,37,11,8,309,346,0,30.0,0.8108108108108109,6.456435445820615,8,197.0,0.2998249580788248,8,197.0
505.0,37,7,13,314,351,0,86.0,2.324324324324324,4.423459724653761,13,253.0,0.17406707222015536,13,253.0
510.0,38,5,13,318,356,0,83.0,2.1842105263157894,2.953815564301499,13,276.0,0.1317048823933787,13,276.0
515.0,41,5,11,320,361,0,47.0,1.146341463414634,4.116690663878904,11,246.0,0.18012996567828682,11,246.0
520.0,43,4,11,321,364,0,42.0,0.9767441860465116,5.610215177666394,11,170.0,0.2190790516111658,11,170.0
525.0,39,8,7,325,364,0,21.0,0.5384615384615384,5.372321884043362,7,198.0,0.25827572529125736,7,198.0
530.0,38,10,9,329,367,0,35.0,0.9210526315789473,5.709016794520544,9,235.0,0.2735752277348685,9,235.0
535.0,39,10,15,333,372,0,95.0,2.4358974358974357,4.417044221948502,15,296.0,0.23261724428264619,15,296.0
540.0,39,11,15,336,375,0,99.0,2.5384615384615383,2.5334928850661296,15,312.0,0.1276643845808297,15,312.0
545.0,41,11,15,338,379,0,70.0,1.7073170731707317,3.375042173863282,15,289.0,0.14568875051328647,15,289.0
550.0,44,13,14,338,382,0,71.0,1.6136363636363635,5.268993150654121,14,255.0,0.1814926376737511,14,255.0
555.0,43,15,10,342,385,0,73.0,1.697674418604651,6.940134688863151,10,249.0,0.36122468172026745,10,249.0
560.0,39,19,5,347,386,0,73.0,1.8717948717948718,8.161371542716639,5,198.0,0.4540090549944903,5,198.0
565.0,41,18,4,351,392,0,6.0,0.14634146341463414,6.8621139924698875,4,165.0,0.3777130614358051,4,165.0
570.0,38,17,7,357,395,0,25.0,0.6578947368421053,5.893326888923483,7,141.0,0.28134670440492787,7,141.0
575.0,38,17,12,361,399,0,77.0,2.026315789473684,5.266323901618799,12,190.0,0.1830681714219976,12,190.0
580.0,39,16,13,365,404,0,74.0,1.8974358974358974,4.066421226865181,13,208.0,0.1524657577763381,13,208.0
585.0,41,14,10,370,411,0,42.0,1.024390243902439,5.068423147472994,10,184.0,0.2295811463379851,10,184.0
590.0,41,14,9,372,413,0,37.0,0.9024390243902439,5.973198561752326,9,137.0,0.21445496041687467,9,137.0
595.0,38,15,7,376,414,0,28.0,0.7368421052631579,6.975077184857414,7,124.0,0.2982974695735806,7,124.0
600.0,33,15,1,382,415,0,1.0,0.030303030303030304,7.391224181966002,1,103.0,0.4021250238251286,1,103.0
605.0,32,14,7,388,420,0,26.0,0.8125,5.942922758274346,7,120.0,0.32187187217332747,7,120.0
610.0,36,14,12,389,425,0,76.0,2.111111111111111,4.425819170412615,12,170.0,0.21036068996439614,12,170.0
615.0,36,11,17,394,430,0,152.0,4.222222222222222,2.4174963542990744,17,246.0,0.13194439355302906,17,246.0
620.0,40,10,19,395,435,0,148.0,3.7,1.8939118171022862,19,297.0,0.10264219885901829,19,297.0
625.0,43,8,18,396,439,0,102.0,2.372093023255814,3.7858524533895483,18,294.0,0.17792801596427807,18,294.0
630.0,45,12,16,396,441,0,98.0,2.1777777777777776,5.822334183052524,16,265.0,0.24700991902725633,16,265.0
635.0,43,17,9,400,443,0,57.0,1.3255813953488371,5.74766047508575,9,311.0,0.3118495208097658,9,311.0
640.0,38,20,9,405,443,0,39.0,1.0263157894736843,5.618405855026427,9,345.0,0.26346025112722005,9,345.0
645.0,38,18,14,408,446,0,100.0,2.6315789473684212,4.157523426692109,14,406.0,0.15449395399818994,14,406.0
650.0,40,16,15,412,452,0,102.0,2.55,3.2060406282903755,15,427.0,0.12874061612117488,15,427.0
655.0,40,16,12,415,455,0,68.0,1.7,4.098586391864666,12,382.0,0.1563226218375926,12,382.0
660.0,42,18,11,417,459,0,47.0,1.119047619047619,5.739171321681773,11,316.0,0.2593375953694884,11,316.0
665.0,39,19,6,420,459,0,26.0,0.6666666666666666,7.42067090932886,6,236.0,0.3590955548558929,6,236.0
670.0,33,21,2,426,459,0,13.0,0.3939393939393939,8.654313133011263,2,154.0,0.518369120376814,2,154.0
675.0,32,19,4,431,463,0,7.0,0.21875,6.7908072985673975,4,150.0,0.416931852049736,4,150.0
680.0,33,17,9,434,467,0,41.0,1.2424242424242424,5.506832021941938,9,182.0,0.23474946603630786,9,182.0
685.0,34,16,15,439,473,0,102.0,3.0,3.9159263568221423,15,243.0,0.20391219510360153,15,243.0
690.0,35,13,15,442,477,0,99.0,2.8285714285714287,2.2370457964805293,15,258.0,0.1285436860471459,15,258.0
695.0,38,12,12,443,481,0,59.0,1.5526315789473684,3.4034850246166464,12,223.0,0.14390549160726468,12,223.0
700.0,43,13,11,443,486,0,48.0,1.1162790697674418,5.90697051072374,11,178.0,0.25547233692307175,11,178.0
705.0,42,14,7,447,489,0,22.0,0.5238095238095238,6.334278272573739,7,210.0,0.3662206483158176,7,210.0
710.0,39,15,7,451,490,0,24.0,0.6153846153846154,5.917565289469919,7,238.0,0.31342684736728244,7,238.0
715.0,38,14,14,456,494,0,81.0,2.1315789473684212,4.212083024971463,14,295.0,0.2051226188444775,14,295.0
720.0,40,14,14,459,499,0,86.0,2.15,2.7164693702463616,14,315.0,0.12807778124808267,14,315.0
725.0,41,15,12,461,502,0,54.0,1.3170731707317074,3.3509802697443325,12,288.0,0.13749630327881662,12,288.0
730.0,44,15,11,462,506,0,55.0,1.25,5.318102692987318,11,233.0,0.22737642945649075,11,233.0
735.0,43,16,9,464,507,0,60.0,1.3953488372093024,6.580934274996195,9,221.0,0.33012077581448807,9,221.0
740.0,38,20,4,470,508,0,54.0,1.4210526315789473,7.531203357067878,4,182.0,0.46142146789772504,4,182.0
745.0,40,17,6,472,512,0,81.0,2.025,7.507828929514529,6,143.0,0.44121860585020145,6,143.0
750.0,38,16,4,478,516,0,8.0,0.21052631578947367,6.567668086741472,4,114.0,0.3801879486514759,4,114.0
755.0,37,14,7,483,520,0,27.0,0.7297297297297297,6.556234406581405,7,94.0,0.28512545486889895,7,94.0
760.0,36,14,13,489,525,0,82.0,2.2777777777777777,4.558591055630135,13,144.0,0.17999745859070457,13,144.0
765.0,40,13,14,493,533,0,79.0,1.975,3.8850682735505373,14,177.0,0.21214154227952897,14,177.0
770.0,41,13,11,497,538,0,43.0,1.048780487804878,4.115575412108716,11,162.0,0.2123497739792914,11,162.0
775.0,43,13,9,497,540,0,37.0,0.8604651162790697,4.971852643424423,9,125.0,0.19361472237922672,9,125.0
780.0,40,15,8,500,540,0,31.0,0.775,5.5067140797687575,8,131.0,0.22601315601464358,8,131.0
785.0,37,16,1,503,540,0,2.0,0.05405405405405406,6.547887802575789,1,124.0,0.3654818979360176,1,124.0
790.0,36,15,6,508,544,0,21.0,0.5833333333333334,6.749950066664881,6,128.0,0.3356675117432885,6,128.0
795.0,34,12,13,515,549,0,71.0,2.088235294117647,4.094821642126635,13,178.0,0.2055882418289786,13,178.0
800.0,36,12,12,519,555,0,72.0,2.0,2.2704763224538986,12,208.0,0.12383811009756347,12,208.0
805.0,38,12,11,520,558,0,43.0,1.131578947368421,3.4967107882953403,11,196.0,0.14521942509931424,11,196.0
810.0,41,13,10,520,561,0,39.0,0.9512195121951219,5.285015957689809,10,157.0,0.17215374151001284,10,157.0
815.0,38,17,7,524,562,0,37.0,0.9736842105263158,7.130287926315058,7,150.0,0.3638297890236607,7,150.0
820.0,36,19,2,528,564,0,31.0,0.8611111111111112,8.771707538129405,2,110.0,0.5417643186325614,2,110.0
825.0,37,18,2,533,570,0,3.0,0.08108108108108109,7.769392119349504,2,83.0,0.4951054026697514,2,83.0
830.0,37,15,8,537,574,0,31.0,0.8378378378378378,6.187192791885525,8,111.0,0.2688136987100758,8,111.0
835.0,37,13,14,542,579,0,88.0,2.3783783783783785,4.46532033365399,14,168.0,0.14258188787240134,14,168.0
840.0,38,11,15,545,583,0,91.0,2.3947368421052633,3.483902610570636,15,209.0,0.13402740710350305,15,209.0
845.0,36,10,13,550,586,0,69.0,1.9166666666666667,3.1474424678730437,13,205.0,0.11557613721457331,13,205.0
850.0,42,10,10,550,592,0,46.0,1.0952380952380953,5.466989562784463,10,167.0,0.22155290322062668,10,167.0
855.0,40,12,6,552,592,0,25.0,0.625,7.32166323637604,6,153.0,0.37828857680120476,6,153.0
860.0,36,17,0,557,593,0,0.0,0.0,7.847383075892632,0,129.0,0.44133795581972274,0,129.0
865.0,35,16,6,563,598,0,21.0,0.6,6.6989771383371775,6,150.0,0.3433058652161191,6,150.0
870.0,35,16,12,569,604,0,71.0,2.0285714285714285,4.353710608625145,12,200.0,0.21650452321574018,12,200.0
875.0,41,12,12,571,612,0,69.0,1.6829268292682926,3.531290058767784,12,226.0,0.19538321638603873,12,226.0
880.0,42,12,10,573,615,0,38.0,0.9047619047619048,4.332991210274339,10,204.0,0.19877214959649844,10,204.0
885.0,46,12,8,574,620,0,28.0,0.6086956521739131,5.606359607180265,8,150.0,0.23028308664413089,8,150.0
890.0,44,15,9,578,622,0,39.0,0.8863636363636364,6.774464158369479,9,141.0,0.3505533381772389,9,141.0
895.0,40,19,0,583,623,0,0.0,0.0,7.143448048854782,0,128.0,0.42093627249945165,0,128.0
900.0,41,17,7,588,629,0,18.0,0.43902439024390244,6.930486649072815,7,128.0,0.39738719398114597,7,128.0
905.0,41,17,12,592,633,0,65.0,1.5853658536585367,5.124316540293943,12,175.0,0.23155294012342012,12,175.0
910.0,46,11,12,594,640,0,68.0,1.4782608695652173,3.8441616731767128,12,198.0,0.14907347175369684,12,198.0
915.0,45,13,11,598,643,0,40.0,0.8888888888888888,4.599331225942527,11,188.0,0.163702336648404,11,188.0
920.0,43,14,7,604,647,0,29.0,0.6744186046511628,5.62797910570318,7,145.0,0.21654714884379087,7,145.0
925.0,41,17,7,608,649,0,26.0,0.6341463414634146,7.112561041669372,7,139.0,0.37587085907976203,7,139.0
930.0,36,19,1,613,649,0,2.0,0.05555555555555555,6.9777123618687895,1,110.0,0.4229547005512351,1,110.0
935.0,36,19,8,617,653,0,26.0,0.7222222222222222,6.720550423491905,8,130.0,0.33248321411986276,8,130.0
940.0,37,16,12,622,659,0,76.0,2.054054054054054,4.868832823631969,12,180.0,0.21740942726926185,12,180.0
945.0,38,15,14,625,663,0,76.0,2.0,3.7600063731658486,14,205.0,0.18355010865074564,14,205.0
950.0,40,10,9,629,669,0,46.0,1.15,3.8567206653636346,9,194.0,0.17488221667925355,9,194.0
955.0,42,11,9,629,671,0,35.0,0.8333333333333334,5.279658153315932,9,155.0,0.19392283022991,9,155.0
960.0,39,13,8,633,672,0,40.0,1.0256410256410255,6.639529273209132,8,135.0,0.28348726351196146,8,135.0
965.0,36,17,1,637,673,0,1.0,0.027777777777777776,7.112158588945746,1,126.0,0.4046396194057824,1,126.0
970.0,34,16,6,643,677,0,22.0,0.6470588235294118,6.155719020972038,6,138.0,0.2824055170962447,6,138.0
975.0,34,15,13,647,681,0,70.0,2.0588235294117645,4.2640248426423355,13,186.0,0.17685239658060023,13,186.0
980.0,37,15,14,651,688,0,71.0,1.9189189189189189,3.125388067987463,14,213.0,0.16595304829507218,14,213.0
985.0,42,15,12,653,695,0,46.0,1.0952380952380953,4.719603272436468,12,200.0,0.24847763234710024,12,200.0
990.0,46,14,10,653,699,0,33.0,0.717391304347826,6.229042319099847,10,166.0,0.28241212476708893,10,166.0
995.0,43,16,8,656,699,0,32.0,0.7441860465116279,6.3208652866145405,8,159.0,0.2896485245314808,8,159.0
1000.0,38,19,2,661,699,0,3.0,0.07894736842105263,6.392025064536092,2,142.0,0.3250606991581033,2,142.0
1005.0,39,16,6,665,704,0,17.0,0.4358974358974359,6.6934804425824455,6,151.0,0.3280429728898762,6,151.0
1010.0,37,17,13,671,708,0,68.0,1.837837837837838,5.011979269836844,13,199.0,0.21336455266738694,13,199.0
1015.0,40,14,14,675,715,0,75.0,1.875,3.93027352425529,14,225.0,0.19732269976152556,14,225.0
1020.0,43,11,12,679,722,0,53.0,1.2325581395348837,4.212466263466979,12,212.0,0.22313057496268662,12,212.0
1025.0,45,11,11,679,724,0,40.0,0.8888888888888888,5.283065430061932,11,175.0,0.22677039506649702,11,175.0
1030.0,44,14,10,681,725,0,49.0,1.1136363636363635,6.087488109380055,10,172.0,0.29910917965902517,10,172.0
1035.0,39,16,3,687,726,0,7.0,0.1794871794871795,6.631322768973351,3,148.0,0.37015681758263497,3,148.0
1040.0,39,16,6,692,731,0,25.0,0.6410256410256411,6.837398065536419,6,148.0,0.3657075266684714,6,148.0
1045.0,41,15,11,697,738,0,72.0,1.7560975609756098,5.4132134257699,11,191.0,0.24520007861670678,11,191.0
1050.0,41,14,12,701,742,0,67.0,1.6341463414634145,4.347946142771919,12,208.0,0.23170595234399538,12,208.0
1055.0,44,10,9,704,748,0,32.0,0.7272727272727273,3.8104906082239123,9,190.0,0.15904288355157428,9,190.0
1060.0,45,12,15,706,751,0,50.0,1.1111111111111112,4.746657490906428,15,172.0,0.175787427852196,15,172.0
1065.0,44,16,11,708,752,0,66.0,1.5,6.550304447276298,11,184.0,0.3106944392086352,11,184.0
1070.0,38,20,1,714,752,0,1.0,0.02631578947368421,6.78992131590755,1,165.0,0.3605879188755093,1,165.0
1075.0,35,21,6,720,755,0,20.0,0.5714285714285714,6.42740965268272,6,148.0,0.31580841645728297,6,148.0
1080.0,37,18,11,724,761,0,65.0,1.7567567567567568,4.687160696510751,11,193.0,0.18895883408871797,11,193.0
1085.0,37,18,13,728,765,0,66.0,1.7837837837837838,3.4276997907946756,13,213.0,0.17084862688003388,13,213.0
1090.0,40,15,10,732,772,0,47.0,1.175,3.8568554206646324,10,200.0,0.1903680404088964,10,200.0
1095.0,42,16,9,732,774,0,30.0,0.7142857142857143,5.297797652861073,9,175.0,0.20348804617996635,9,175.0
1100.0,41,18,7,735,776,0,21.0,0.5121951219512195,6.878808942202157,7,145.0,0.3229532378638761,7,145.0
1105.0,36,22,1,740,776,0,1.0,0.027777777777777776,7.350798660177208,1,117.0,0.41272450294715823,1,117.0
1110.0,36,20,6,745,781,0,23.0,0.6388888888888888,6.680934923831348,6,134.0,0.3306341314050246,6,134.0
1115.0,37,19,13,750,787,0,74.0,2.0,4.534999199812911,13,185.0,0.23011190244258817,13,185.0
1120.0,37,17,18,754,791,0,156.0,4.216216216216216,3.0838443858239835,18,267.0,0.17248695757326832,18,267.0
1125.0,39,14,21,756,795,0,159.0,4.076923076923077,1.849355138569205,21,311.0,0.10989492587099743,21,311.0
1130.0,44,13,17,756,800,0,111.0,2.522727272727273,3.293840629831328,17,309.0,0.14056827917310039,17,309.0
1135.0,44,16,17,757,801,0,109.0,2.477272727272727,5.167924079609924,17,283.0,0.1970039334259091,17,283.0
1140.0,42,19,8,759,801,0,73.0,1.7380952380952381,6.324869815738784,8,272.0,0.27435777811555284,8,272.0
1145.0,37,21,0,765,802,0,0.0,0.0,6.719517086039471,0,228.0,0.38075445804278246,0,228.0
1150.0,35,19,7,770,805,0,20.0,0.5714285714285714,6.616152906837926,7,235.0,0.3344564639789535,7,235.0
1155.0,36,17,11,774,810,0,65.0,1.8055555555555556,4.91885728027353,11,280.0,0.2132535206287072,11,280.0
1160.0,38,13,12,778,816,0,62.0,1.631578947368421,3.3557865112954994,12,291.0,0.15317516595178102,12,291.0
1165.0,41,12,9,782,823,0,34.0,0.8292682926829268,4.238263327689054,9,254.0,0.21821150302566406,9,254.0
1170.0,42,13,9,782,824,0,25.0,0.5952380952380952,6.022316947868158,9,182.0,0.26252982148301796,9,182.0
1175.0,42,14,6,785,827,0,21.0,0.5,6.791343587752648,6,129.0,0.29823430593381184,6,129.0
1180.0,38,14,1,790,828,0,1.0,0.02631578947368421,7.201132258974238,1,112.0,0.4025057234544862,1,112.0
1185.0,39,12,7,795,834,0,20.0,0.5128205128205128,6.788743330028687,7,126.0,0.34614117553381435,7,126.0
1190.0,40,10,11,799,839,0,68.0,1.7,5.283051343093635,11,175.0,0.22487537017273476,11,175.0
1195.0,39,8,13,805,844,0,73.0,1.8717948717948718,3.36004907613293,13,191.0,0.18613675436657173,13,191.0
