step,system_total_running,system_total_backlogged,system_total_stopped,system_total_arrived,system_total_departed,system_total_teleported,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,t_stopped,t_accumulated_waiting_time,t_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
430.0,31,0,6,266,297,0,21.0,0.6774193548387096,7.480666411767743,6,56.0,0.4315556787471968,6,56.0
435.0,29,0,12,271,300,0,70.0,2.413793103448276,4.7817293281697735,12,105.0,0.2688511576265361,12,105.0
440.0,30,0,14,272,302,0,69.0,2.3,2.6058160599201114,14,136.0,0.11212044524696411,14,136.0
445.0,30,0,12,274,304,0,52.0,1.7333333333333334,4.095590357883411,12,140.0,0.1619692480340011,12,140.0
450.0,34,0,5,274,308,0,39.0,1.1470588235294117,7.385743907778896,5,126.0,0.36817559384010623,5,126.0
455.0,35,0,1,277,312,0,1.0,0.02857142857142857,6.865634834777406,1,103.0,0.38658728251905666,1,103.0
460.0,34,0,6,282,316,0,20.0,0.5882352941176471,6.611705446919581,6,101.0,0.33779607410955953,6,101.0
465.0,35,0,11,286,321,0,67.0,1.9142857142857144,5.162686619131167,11,148.0,0.262368791477667,11,148.0
470.0,35,0,18,289,324,0,145.0,4.142857142857143,3.8307547341005415,18,226.0,0.21612075210749046,18,226.0
475.0,34,0,19,292,326,0,147.0,4.323529411764706,2.543937797715729,19,278.0,0.09576525833561103,19,278.0
480.0,35,0,16,293,328,0,111.0,3.1714285714285713,4.18598708452296,16,270.0,0.1404264268917972,16,270.0
485.0,35,0,8,294,329,0,62.0,1.7714285714285714,6.727024927097079,8,207.0,0.2542662631512372,8,207.0
490.0,37,0,1,299,336,0,1.0,0.02702702702702703,6.539155750326367,1,195.0,0.37727032864518334,1,195.0
495.0,36,0,7,303,339,0,23.0,0.6388888888888888,5.933541451268842,7,207.0,0.29617088707805206,7,207.0
500.0,35,0,13,308,343,0,79.0,2.257142857142857,4.269546330213353,13,263.0,0.22486106476257975,13,263.0
505.0,34,0,19,311,345,0,164.0,4.823529411764706,2.5124099827211417,19,348.0,0.11026531039558689,19,348.0
510.0,37,0,20,312,349,0,166.0,4.486486486486487,2.9343174095622,20,388.0,0.15639312332766556,20,388.0
515.0,40,0,15,313,353,0,107.0,2.675,3.9671696296287244,15,360.0,0.18736998653408407,15,360.0
520.0,45,0,13,314,359,0,87.0,1.9333333333333333,5.9508644133854585,13,275.0,0.2840688686560954,13,275.0
525.0,44,1,7,317,361,0,44.0,1.0,7.096472193401997,7,225.0,0.3612258052739757,7,225.0
530.0,41,4,6,322,363,0,52.0,1.2682926829268293,7.484683137849479,6,185.0,0.4100826051020949,6,185.0
535.0,41,3,4,326,367,0,12.0,0.2926829268292683,6.896421054452862,4,167.0,0.3880032496772793,4,167.0
540.0,39,2,7,331,370,0,25.0,0.6410256410256411,6.382830598324246,7,158.0,0.27570354469995334,7,158.0
545.0,38,1,13,337,375,0,79.0,2.0789473684210527,5.141485739980019,13,201.0,0.17748038321949336,13,201.0
550.0,39,1,13,340,379,0,77.0,1.9743589743589745,4.2617495449240685,13,223.0,0.15638462043633777,13,223.0
555.0,38,0,9,346,384,0,40.0,1.0526315789473684,4.845734216700748,9,191.0,0.19637037285407158,9,191.0
560.0,40,0,7,348,388,0,25.0,0.625,5.6191418877937425,7,125.0,0.19564076748743928,7,125.0
565.0,38,4,6,352,390,0,20.0,0.5263157894736842,6.962861328322821,6,110.0,0.3462127698956703,6,110.0
570.0,35,8,2,355,390,0,2.0,0.05714285714285714,7.6437265243377555,2,98.0,0.41639753392007317,2,98.0
575.0,35,6,7,361,396,0,23.0,0.6571428571428571,6.749884681603628,7,119.0,0.35333403521531764,7,119.0
580.0,34,4,12,366,400,0,70.0,2.0588235294117645,4.381475082377988,12,166.0,0.228739311854126,12,166.0
585.0,38,2,13,369,407,0,71.0,1.868421052631579,3.4238103741741157,13,197.0,0.20565608627463852,13,197.0
590.0,41,0,12,370,411,0,47.0,1.146341463414634,4.350398634798699,12,189.0,0.21839202146253897,12,189.0
595.0,44,0,10,370,414,0,45.0,1.0227272727272727,5.22787375762665,10,162.0,0.19856605799508298,10,162.0
600.0,43,1,5,374,417,0,11.0,0.2558139534883721,5.196277000461566,5,182.0,0.269217916334311,5,182.0
605.0,40,1,8,377,417,0,32.0,0.8,6.080787447042525,8,204.0,0.24032727381086735,8,204.0
610.0,39,0,15,382,421,0,94.0,2.41025641025641,4.571879141346197,15,266.0,0.15678790458551412,15,266.0
615.0,36,0,17,388,424,0,99.0,2.75,2.221453467950324,17,298.0,0.09601853112448826,17,298.0
620.0,35,0,12,390,425,0,65.0,1.8571428571428572,3.7178604849638566,12,233.0,0.11234991371840815,12,233.0
625.0,38,1,10,390,428,0,52.0,1.368421052631579,5.668717338271048,10,216.0,0.19582641448695617,10,216.0
630.0,37,0,6,394,431,0,28.0,0.7567567567567568,6.7489405642601765,6,178.0,0.3035376714755003,6,178.0
635.0,35,2,2,398,433,0,3.0,0.08571428571428572,7.362834605303125,2,149.0,0.4425509813167648,2,149.0
640.0,35,1,6,403,438,0,23.0,0.6571428571428571,6.4364452773365635,6,169.0,0.355970091353835,6,169.0
645.0,37,0,13,407,444,0,74.0,2.0,4.859426211293976,13,220.0,0.2589395793576619,13,220.0
650.0,37,0,19,410,447,0,158.0,4.27027027027027,3.370545571520451,19,304.0,0.14533125541092223,19,304.0
655.0,36,0,19,412,448,0,160.0,4.444444444444445,1.8957969306314584,19,346.0,0.06960801554549526,19,346.0
660.0,38,0,17,414,452,0,118.0,3.1052631578947367,3.793344490811478,17,332.0,0.16727020024127695,17,332.0
665.0,41,0,14,414,455,0,98.0,2.3902439024390243,5.5813489438454225,14,276.0,0.2031458387664163,14,276.0
670.0,40,1,8,418,458,0,60.0,1.5,6.942603749579746,8,252.0,0.34352442304095143,8,252.0
675.0,37,3,4,422,459,0,51.0,1.3783783783783783,8.547233729190328,4,192.0,0.46507550051270646,4,192.0
680.0,35,1,0,428,463,0,0.0,0.0,7.427468243819153,0,149.0,0.409228062865848,0,149.0
685.0,36,0,6,432,468,0,20.0,0.5555555555555556,6.990577712195001,6,148.0,0.338071381130131,6,148.0
690.0,35,0,13,438,473,0,71.0,2.0285714285714285,5.06861626227862,13,199.0,0.2392390098616546,13,199.0
695.0,35,0,13,441,476,0,74.0,2.1142857142857143,3.6823556532910047,13,223.0,0.17169777456737584,13,223.0
700.0,33,0,10,445,478,0,42.0,1.2727272727272727,3.425160353533295,10,191.0,0.12582418446384055,10,191.0
705.0,37,0,8,445,482,0,37.0,1.0,6.598111179540901,8,134.0,0.2749132915273742,8,134.0
710.0,42,0,3,448,490,0,4.0,0.09523809523809523,6.706194615332513,3,139.0,0.37667132676070353,3,139.0
715.0,38,2,6,454,492,0,24.0,0.631578947368421,5.609959370374864,6,160.0,0.27857750223296646,6,160.0
720.0,40,1,14,457,497,0,82.0,2.05,4.539730497334991,14,218.0,0.22701981228766854,14,218.0
725.0,43,0,19,460,503,0,164.0,3.813953488372093,3.3018905070560924,19,300.0,0.14467709830822714,19,300.0
730.0,42,0,20,463,505,0,167.0,3.9761904761904763,2.6541044074099367,20,344.0,0.11725275106922896,20,344.0
735.0,44,1,18,465,509,0,109.0,2.477272727272727,3.700632613885879,18,336.0,0.16131378156259873,18,336.0
740.0,44,2,17,465,509,0,95.0,2.159090909090909,5.5504616385759755,17,290.0,0.19314951171779107,17,290.0
745.0,40,7,9,470,510,0,65.0,1.625,6.301911192551854,9,249.0,0.2575661890591881,9,249.0
750.0,35,9,1,475,510,0,2.0,0.05714285714285714,6.882113468961442,1,230.0,0.3736558592605053,1,230.0
755.0,36,8,7,479,515,0,24.0,0.6666666666666666,6.377832721777337,7,234.0,0.28734926030160696,7,234.0
760.0,36,6,12,484,520,0,76.0,2.111111111111111,4.71650873446706,12,286.0,0.22467152149828581,12,286.0
765.0,37,1,13,489,526,0,72.0,1.945945945945946,2.705196197337263,13,302.0,0.15958604808437937,13,302.0
770.0,40,2,11,490,530,0,45.0,1.125,3.5416691794769855,11,263.0,0.14420159621373005,11,263.0
775.0,43,2,14,490,533,0,49.0,1.1395348837209303,5.250745702662301,14,220.0,0.1907300646897268,14,220.0
780.0,40,5,8,494,534,0,44.0,1.1,6.688739214725354,8,166.0,0.2856103865814785,8,166.0
785.0,36,6,1,499,535,0,1.0,0.027777777777777776,7.138487086357385,1,142.0,0.39994723873490706,1,142.0
790.0,36,5,6,504,540,0,23.0,0.6388888888888888,7.359871742844932,6,151.0,0.3922715720433978,6,151.0
795.0,38,3,13,508,546,0,74.0,1.9473684210526316,5.401855923944976,13,202.0,0.22773641780702744,13,202.0
800.0,39,1,14,512,551,0,76.0,1.9487179487179487,3.7470083808184986,14,221.0,0.18248812783122584,14,221.0
805.0,43,0,11,514,557,0,47.0,1.0930232558139534,4.12314241220924,11,192.0,0.1743577135102117,11,192.0
810.0,43,1,11,516,559,0,42.0,0.9767441860465116,5.2121847528015826,11,175.0,0.1979064645619959,11,175.0
815.0,40,3,7,520,560,0,42.0,1.05,6.625125663279175,7,147.0,0.30022881700844345,7,147.0
820.0,36,5,2,524,560,0,4.0,0.1111111111111111,6.370769171239257,2,141.0,0.33851141620104214,2,141.0
825.0,36,5,9,528,564,0,34.0,0.9444444444444444,5.694103347111264,9,160.0,0.24766100677847036,9,160.0
830.0,35,3,15,533,568,0,93.0,2.657142857142857,3.7089953074824984,15,219.0,0.15361652800766884,15,219.0
835.0,37,0,16,536,573,0,98.0,2.6486486486486487,2.624131727834255,16,249.0,0.1245621447184644,16,249.0
840.0,35,0,12,539,574,0,64.0,1.8285714285714285,3.6672043258722056,12,236.0,0.14116554851505178,12,236.0
845.0,37,0,8,539,576,0,41.0,1.1081081081081081,5.8261727376344234,8,200.0,0.22457657806116182,8,200.0
850.0,37,1,4,543,580,0,7.0,0.1891891891891892,7.316782126154096,4,146.0,0.33582101937361947,4,146.0
855.0,34,6,2,547,581,0,3.0,0.08823529411764706,7.656964933785312,2,150.0,0.4255686603551483,2,150.0
860.0,33,5,8,552,585,0,26.0,0.7878787878787878,5.9768041566789005,8,173.0,0.29109495106630423,8,173.0
865.0,35,4,13,556,591,0,79.0,2.257142857142857,4.218296186153299,13,226.0,0.21340735820324191,13,226.0
870.0,37,0,13,559,596,0,81.0,2.189189189189189,2.6729494212251996,13,248.0,0.15950351931767998,13,248.0
875.0,41,0,11,559,600,0,46.0,1.1219512195121952,3.4392290864903705,11,223.0,0.13407468203408068,11,223.0
880.0,43,1,11,560,603,0,46.0,1.069767441860465,5.085282906526144,11,178.0,0.1899855368492845,11,178.0
885.0,41,4,7,562,603,0,20.0,0.4878048780487805,5.548164013770474,7,204.0,0.24759121368740475,7,204.0
890.0,35,7,8,568,603,0,29.0,0.8285714285714286,5.2363267523449,8,230.0,0.2000870266208299,8,230.0
895.0,36,5,15,572,608,0,87.0,2.4166666666666665,3.7208288789284985,15,288.0,0.1525277410854395,15,288.0
900.0,37,3,14,575,612,0,90.0,2.4324324324324325,2.2733215445371977,14,309.0,0.10312202492748793,14,309.0
905.0,37,4,12,577,614,0,64.0,1.7297297297297298,3.0321731258079194,12,273.0,0.09832013950156696,12,273.0
910.0,39,6,11,577,616,0,47.0,1.205128205128205,5.082708423905659,11,224.0,0.1393278942778534,11,224.0
915.0,36,7,7,580,616,0,34.0,0.9444444444444444,6.645355750928158,7,195.0,0.2660207270602163,7,195.0
920.0,33,9,1,585,618,0,14.0,0.42424242424242425,9.463492094168286,1,141.0,0.5347933520898402,1,141.0
925.0,32,7,1,591,623,0,19.0,0.59375,10.380245644971719,1,82.0,0.6496275058455079,1,82.0
930.0,33,5,0,595,628,0,0.0,0.0,9.03550872499458,0,57.0,0.5257030669095036,0,57.0
935.0,30,5,5,601,631,0,13.0,0.43333333333333335,6.910598697175356,5,70.0,0.3352505243317166,5,70.0
940.0,31,3,12,607,638,0,56.0,1.8064516129032258,4.954041779715676,12,113.0,0.30770729060109714,12,113.0
945.0,34,2,13,609,643,0,60.0,1.7647058823529411,3.2771087818871547,13,143.0,0.2105329005317894,13,143.0
950.0,39,0,10,609,648,0,41.0,1.0512820512820513,3.801438821202751,10,133.0,0.1537171321869795,10,133.0
955.0,38,0,9,610,648,0,34.0,0.8947368421052632,5.234441401838484,9,114.0,0.13969745090249602,9,114.0
960.0,39,0,5,613,652,0,40.0,1.0256410256410255,6.968955150878558,5,122.0,0.3087227352572911,5,122.0
965.0,33,4,3,619,652,0,47.0,1.4242424242424243,8.688613460705858,3,102.0,0.4741024782862045,3,102.0
970.0,32,3,2,624,656,0,4.0,0.125,8.028855746827194,2,68.0,0.4491846793609086,2,68.0
975.0,31,1,8,630,661,0,30.0,0.967741935483871,6.133458056105614,8,79.0,0.30459914271017735,8,79.0
980.0,34,0,15,633,667,0,90.0,2.6470588235294117,4.665354332557165,15,139.0,0.2646231935346383,15,139.0
985.0,35,0,21,635,670,0,181.0,5.171428571428572,3.0972317346461264,21,230.0,0.12415811399875071,21,230.0
990.0,37,0,21,637,674,0,181.0,4.891891891891892,2.525260689308583,21,290.0,0.09668641521220461,21,290.0
995.0,39,0,19,639,678,0,137.0,3.5128205128205128,3.6269707649181817,19,300.0,0.14031538374257546,19,300.0
1000.0,43,1,15,639,682,0,100.0,2.3255813953488373,5.749206704593859,15,267.0,0.21487093944690183,15,267.0
1005.0,39,3,8,643,682,0,65.0,1.6666666666666667,7.0937530011130026,8,263.0,0.35045813375551954,8,263.0
1010.0,34,5,1,648,682,0,2.0,0.058823529411764705,7.147178893367988,1,226.0,0.3919828589330291,1,226.0
1015.0,33,4,6,653,686,0,23.0,0.696969696969697,6.383165682868194,6,247.0,0.27301530011958197,6,247.0
1020.0,36,2,11,657,693,0,71.0,1.9722222222222223,4.863366462963814,11,295.0,0.2409793108140699,11,295.0
1025.0,36,0,11,661,697,0,64.0,1.7777777777777777,3.2205610829704785,11,306.0,0.20350015042609612,11,306.0
1030.0,38,0,9,662,700,0,31.0,0.8157894736842105,3.5387229833981877,9,261.0,0.1356588977354388,9,261.0
1035.0,39,0,9,662,701,0,26.0,0.6666666666666666,5.584958367748888,9,175.0,0.16351873319420077,9,175.0
1040.0,38,2,6,666,704,0,34.0,0.8947368421052632,6.859561080533307,6,114.0,0.2740533413217844,6,114.0
1045.0,33,4,3,671,704,0,42.0,1.2727272727272727,8.872924478634326,3,96.0,0.5100837716975899,3,96.0
1050.0,33,3,0,677,710,0,0.0,0.0,8.661248424089472,0,58.0,0.5367917892432815,0,58.0
1055.0,32,1,5,682,714,0,17.0,0.53125,6.91571298071233,5,60.0,0.3588813396942052,5,60.0
1060.0,34,0,11,686,720,0,63.0,1.8529411764705883,5.110841812149692,11,106.0,0.22762441629712857,11,106.0
1065.0,34,0,10,690,724,0,58.0,1.7058823529411764,3.7089912976008783,10,138.0,0.207306555023096,10,138.0
1070.0,36,0,8,692,728,0,26.0,0.7222222222222222,4.26221960342262,8,129.0,0.1957749194972128,8,129.0
1075.0,37,0,8,692,729,0,20.0,0.5405405405405406,5.8140319633381745,8,94.0,0.22155449222196422,8,94.0
1080.0,34,0,2,696,730,0,14.0,0.4117647058823529,7.414373290863975,2,87.0,0.36243890238045434,2,87.0
1085.0,31,0,2,701,732,0,2.0,0.06451612903225806,7.310756460340844,2,69.0,0.4156957937602014,2,69.0
1090.0,30,0,8,704,734,0,27.0,0.9,6.384449038379941,8,94.0,0.29008277904920365,8,94.0
1095.0,28,0,14,710,738,0,80.0,2.857142857142857,3.730272525695582,14,147.0,0.19267912804406795,14,147.0
1100.0,29,0,13,713,742,0,82.0,2.8275862068965516,3.575456729293038,13,186.0,0.24879112649675802,13,186.0
1105.0,32,0,7,713,745,0,38.0,1.1875,5.310899484628255,7,153.0,0.24918030828080479,7,153.0
1110.0,34,0,3,713,747,0,9.0,0.2647058823529412,7.321252396314698,3,112.0,0.3224281593581639,3,112.0
1115.0,34,0,2,717,751,0,3.0,0.08823529411764706,6.575940064529328,2,112.0,0.348919115593866,2,112.0
1120.0,33,0,7,721,754,0,26.0,0.7878787878787878,6.4879292544811396,7,134.0,0.341589857618273,7,134.0
1125.0,30,0,13,725,755,0,79.0,2.6333333333333333,3.951664543501416,13,188.0,0.16272244810035302,13,188.0
1130.0,30,0,16,728,758,0,84.0,2.8,3.1133208082330954,16,214.0,0.16300515267002785,16,214.0
1135.0,33,0,9,730,763,0,51.0,1.5454545454545454,4.989779344634376,9,190.0,0.24602100541743102,9,190.0
1140.0,35,0,5,730,765,0,34.0,0.9714285714285714,6.226656162235989,5,128.0,0.21247999890673216,5,128.0
1145.0,35,0,3,734,769,0,45.0,1.2857142857142858,8.525456531697653,3,92.0,0.43701010860963974,3,92.0
1150.0,35,0,1,738,773,0,2.0,0.05714285714285714,8.264669993401915,1,56.0,0.4648279328991464,1,56.0
1155.0,30,0,6,744,774,0,22.0,0.7333333333333333,6.566785043667295,6,61.0,0.2720700949499953,6,61.0
1160.0,31,0,12,748,779,0,69.0,2.225806451612903,4.765801683334472,12,108.0,0.24250400676085898,12,108.0
1165.0,31,0,12,752,783,0,64.0,2.064516129032258,3.7765838551051853,12,133.0,0.2180013603409542,12,133.0
1170.0,34,0,8,753,787,0,30.0,0.8823529411764706,5.253609213019569,8,119.0,0.2647164127239741,8,119.0
1175.0,35,0,3,754,789,0,11.0,0.3142857142857143,7.023998068547554,3,97.0,0.36401836449109554,3,97.0
1180.0,34,0,2,756,790,0,14.0,0.4117647058823529,8.505330564872132,2,71.0,0.45976429698652793,2,71.0
1185.0,34,0,1,761,795,0,1.0,0.029411764705882353,8.957848905307651,1,48.0,0.5617937547394193,1,48.0
1190.0,29,0,7,767,796,0,23.0,0.7931034482758621,7.3335004275472135,7,68.0,0.3098959894356187,7,68.0
1195.0,28,0,12,772,800,0,73.0,2.607142857142857,5.536857314174379,12,118.0,0.20212793355876119,12,118.0
